image_name,x1,y1,x2,y2,category,file_name,storm_name,year,month,day,hour,International number ID,Name of the storm,Time of analysis,Grade,Latitude of the center,Longitude of the center,Central pressure,Maximum sustained wind speed,Direction of the longest radius of 50kt winds or greater,The longest radius of 50kt winds or greater,The shortest radius of 50kt winds or greater,Direction of the longest radius of 30kt winds or greater,The longest radius of 30kt winds or greater,The shortest radius of 30kt winds or greater,Indicator of landfall or passage,hurricane_center_x,hurricane_center_y,_parsed_time,split_group
2016198N.HAIMA.2016.10.20.1200.HIMARAWI-8-9.ir_resize.png,311,158,373,221,Typhoon (TY),2016198N.HAIMA.2016.10.20.1200.HIMARAWI-8-9.ir_resize.png,HAIMA,2016,10,20,1200,1622,HAIMA,2016-10-20 12:00:00,Typhoon (TY),19.8,117.4,960,70.0,(symmetric circle),100.0,100.0,(symmetric circle),240.0,240.0, ,342.0,189.5,,val
2016206N.HAIMA.2016.10.20.1800.HIMARAWI-8-9.ir_resize.png,301,148,363,211,Typhoon (TY),2016206N.HAIMA.2016.10.20.1800.HIMARAWI-8-9.ir_resize.png,HAIMA,2016,10,20,1800,1622,HAIMA,2016-10-20 18:00:00,Typhoon (TY),20.6,116.6,960,70.0,(symmetric circle),100.0,100.0,East (E),240.0,150.0, ,332.0,179.5,,val
2016221N.HAIMA.2016.10.21.0000.HIMARAWI-8-9.ir_resize.png,288,129,351,192,Severe Tropical Storm (STS),2016221N.HAIMA.2016.10.21.0000.HIMARAWI-8-9.ir_resize.png,HAIMA,2016,10,21,0,1622,HAIMA,2016-10-21 00:00:00,Severe Tropical Storm (STS),22.1,115.6,970,60.0,(symmetric circle),80.0,80.0,East (E),240.0,150.0, ,319.5,160.5,2016-10-21,val
2016232N.HAIMA.2016.10.21.0600.HIMARAWI-8-9.ir_resize.png,282,116,344,178,Tropical Storm (TS),2016232N.HAIMA.2016.10.21.0600.HIMARAWI-8-9.ir_resize.png,HAIMA,2016,10,21,600,1622,HAIMA,2016-10-21 06:00:00,Tropical Storm (TS),23.2,115.1,980,45.0,No direction (Longest radius of 50kt winds is 0),0.0,0.0,East (E),180.0,150.0, ,313.0,147.0,,val
2017279N.NORU.2017.08.03.0600.HIMARAWI-8-9.ir_resize.png,519,57,582,119,Typhoon (TY),2017279N.NORU.2017.08.03.0600.HIMARAWI-8-9.ir_resize.png,NORU,2017,8,3,600,1705,NORU,2017-08-03 06:00:00,Typhoon (TY),27.9,134.1,945,85.0,(symmetric circle),60.0,60.0,(symmetric circle),150.0,150.0, ,550.5,88.0,,test
2017281N.NORU.2017.08.03.1200.HIMARAWI-8-9.ir_resize.png,512,54,574,117,Typhoon (TY),2017281N.NORU.2017.08.03.1200.HIMARAWI-8-9.ir_resize.png,NORU,2017,8,3,1200,1705,NORU,2017-08-03 12:00:00,Typhoon (TY),28.1,133.5,950,80.0,(symmetric circle),60.0,60.0,(symmetric circle),150.0,150.0, ,543.0,85.5,,test
2017283N.NORU.2017.08.03.1800.HIMARAWI-8-9.ir_resize.png,499,52,562,114,Typhoon (TY),2017283N.NORU.2017.08.03.1800.HIMARAWI-8-9.ir_resize.png,NORU,2017,8,3,1800,1705,NORU,2017-08-03 18:00:00,Typhoon (TY),28.3,132.5,955,75.0,(symmetric circle),60.0,60.0,(symmetric circle),150.0,150.0, ,530.5,83.0,,test
2017285N.NORU.2017.08.04.0000.HIMARAWI-8-9.ir_resize.png,488,49,551,112,Typhoon (TY),2017285N.NORU.2017.08.04.0000.HIMARAWI-8-9.ir_resize.png,NORU,2017,8,4,0,1705,NORU,2017-08-04 00:00:00,Typhoon (TY),28.5,131.6,955,75.0,(symmetric circle),60.0,60.0,(symmetric circle),150.0,150.0, ,519.5,80.5,2017-08-04,test
2017287N.NORU.2017.08.04.0600.HIMARAWI-8-9.ir_resize.png,483,47,546,109,Typhoon (TY),2017287N.NORU.2017.08.04.0600.HIMARAWI-8-9.ir_resize.png,NORU,2017,8,4,600,1705,NORU,2017-08-04 06:00:00,Typhoon (TY),28.7,131.2,960,70.0,(symmetric circle),60.0,60.0,(symmetric circle),150.0,150.0, ,514.5,78.0,,test
2017289N.NORU.2017.08.04.1200.HIMARAWI-8-9.ir_resize.png,479,44,542,107,Typhoon (TY),2017289N.NORU.2017.08.04.1200.HIMARAWI-8-9.ir_resize.png,NORU,2017,8,4,1200,1705,NORU,2017-08-04 12:00:00,Typhoon (TY),28.9,130.9,960,70.0,(symmetric circle),60.0,60.0,(symmetric circle),150.0,150.0, ,510.5,75.5,,test
2017292N.NORU.2017.08.04.1800.HIMARAWI-8-9.ir_resize.png,474,41,537,103,Typhoon (TY),2017292N.NORU.2017.08.04.1800.HIMARAWI-8-9.ir_resize.png,NORU,2017,8,4,1800,1705,NORU,2017-08-04 18:00:00,Typhoon (TY),29.2,130.5,960,70.0,(symmetric circle),60.0,60.0,(symmetric circle),150.0,150.0, ,505.5,72.0,,test
2017296N.NORU.2017.08.05.0000.HIMARAWI-8-9.ir_resize.png,472,36,534,98,Typhoon (TY),2017296N.NORU.2017.08.05.0000.HIMARAWI-8-9.ir_resize.png,NORU,2017,8,5,0,1705,NORU,2017-08-05 00:00:00,Typhoon (TY),29.6,130.3,965,65.0,(symmetric circle),60.0,60.0,(symmetric circle),150.0,150.0, ,503.0,67.0,2017-08-05,test
2017299N.NORU.2017.08.05.0600.HIMARAWI-8-9.ir_resize.png,469,32,532,94,Typhoon (TY),2017299N.NORU.2017.08.05.0600.HIMARAWI-8-9.ir_resize.png,NORU,2017,8,5,600,1705,NORU,2017-08-05 06:00:00,Typhoon (TY),29.9,130.1,965,65.0,(symmetric circle),60.0,60.0,(symmetric circle),150.0,150.0, ,500.5,63.0,,test
2017301N.NORU.2017.08.05.1200.HIMARAWI-8-9.ir_resize.png,469,29,532,92,Severe Tropical Storm (STS),2017301N.NORU.2017.08.05.1200.HIMARAWI-8-9.ir_resize.png,NORU,2017,8,5,1200,1705,NORU,2017-08-05 12:00:00,Severe Tropical Storm (STS),30.1,130.1,970,60.0,(symmetric circle),60.0,60.0,(symmetric circle),150.0,150.0, ,500.5,60.5,,test
2017303N.NORU.2017.08.05.1800.HIMARAWI-8-9.ir_resize.png,474,27,537,89,Severe Tropical Storm (STS),2017303N.NORU.2017.08.05.1800.HIMARAWI-8-9.ir_resize.png,NORU,2017,8,5,1800,1705,NORU,2017-08-05 18:00:00,Severe Tropical Storm (STS),30.3,130.5,970,60.0,(symmetric circle),60.0,60.0,(symmetric circle),150.0,150.0, ,505.5,58.0,,test
2017307N.NORU.2017.08.06.0000.HIMARAWI-8-9.ir_resize.png,479,22,542,84,Severe Tropical Storm (STS),2017307N.NORU.2017.08.06.0000.HIMARAWI-8-9.ir_resize.png,NORU,2017,8,6,0,1705,NORU,2017-08-06 00:00:00,Severe Tropical Storm (STS),30.7,130.9,970,60.0,(symmetric circle),60.0,60.0,(symmetric circle),150.0,150.0,#,510.5,53.0,2017-08-06,test
2017311N.NORU.2017.08.06.0600.HIMARAWI-8-9.ir_resize.png,487,17,549,79,Severe Tropical Storm (STS),2017311N.NORU.2017.08.06.0600.HIMARAWI-8-9.ir_resize.png,NORU,2017,8,6,600,1705,NORU,2017-08-06 06:00:00,Severe Tropical Storm (STS),31.1,131.5,970,60.0,(symmetric circle),50.0,50.0,(symmetric circle),150.0,150.0, ,518.0,48.0,,test
2017318N.NORU.2017.08.06.1200.HIMARAWI-8-9.ir_resize.png,497,8,559,71,Severe Tropical Storm (STS),2017318N.NORU.2017.08.06.1200.HIMARAWI-8-9.ir_resize.png,NORU,2017,8,6,1200,1705,NORU,2017-08-06 12:00:00,Severe Tropical Storm (STS),31.8,132.3,970,60.0,(symmetric circle),50.0,50.0,Southeast (SE),200.0,150.0, ,528.0,39.5,,test
2017193N.NESAT.2017.07.27.1800.HIMARAWI-8-9.ir_resize.png,427,164,489,227,Severe Tropical Storm (STS),2017193N.NESAT.2017.07.27.1800.HIMARAWI-8-9.ir_resize.png,NESAT,2017,7,27,1800,1709,NESAT,2017-07-27 18:00:00,Severe Tropical Storm (STS),19.3,126.7,990,50.0,No direction (Longest radius of 50kt winds is 0),0.0,0.0,Southeast (SE),180.0,120.0, ,458.0,195.5,,test
2017200N.NESAT.2017.07.28.0000.HIMARAWI-8-9.ir_resize.png,416,156,478,218,Severe Tropical Storm (STS),2017200N.NESAT.2017.07.28.0000.HIMARAWI-8-9.ir_resize.png,NESAT,2017,7,28,0,1709,NESAT,2017-07-28 00:00:00,Severe Tropical Storm (STS),20.0,125.8,985,55.0,(symmetric circle),30.0,30.0,Southeast (SE),210.0,150.0, ,447.0,187.0,2017-07-28,test
2017206N.NESAT.2017.07.28.0600.HIMARAWI-8-9.ir_resize.png,408,148,471,211,Typhoon (TY),2017206N.NESAT.2017.07.28.0600.HIMARAWI-8-9.ir_resize.png,NESAT,2017,7,28,600,1709,NESAT,2017-07-28 06:00:00,Typhoon (TY),20.6,125.2,975,65.0,(symmetric circle),45.0,45.0,Southeast (SE),210.0,150.0, ,439.5,179.5,,test
2017211N.NESAT.2017.07.28.1200.HIMARAWI-8-9.ir_resize.png,398,142,461,204,Typhoon (TY),2017211N.NESAT.2017.07.28.1200.HIMARAWI-8-9.ir_resize.png,NESAT,2017,7,28,1200,1709,NESAT,2017-07-28 12:00:00,Typhoon (TY),21.1,124.4,970,70.0,(symmetric circle),50.0,50.0,Southeast (SE),210.0,150.0, ,429.5,173.0,,test
2017217N.NESAT.2017.07.28.1800.HIMARAWI-8-9.ir_resize.png,387,134,449,197,Typhoon (TY),2017217N.NESAT.2017.07.28.1800.HIMARAWI-8-9.ir_resize.png,NESAT,2017,7,28,1800,1709,NESAT,2017-07-28 18:00:00,Typhoon (TY),21.7,123.5,960,80.0,(symmetric circle),60.0,60.0,Southeast (SE),210.0,150.0, ,418.0,165.5,,test
2017225N.NESAT.2017.07.29.0000.HIMARAWI-8-9.ir_resize.png,384,124,447,187,Typhoon (TY),2017225N.NESAT.2017.07.29.0000.HIMARAWI-8-9.ir_resize.png,NESAT,2017,7,29,0,1709,NESAT,2017-07-29 00:00:00,Typhoon (TY),22.5,123.3,960,80.0,(symmetric circle),60.0,60.0,Southeast (SE),210.0,150.0, ,415.5,155.5,2017-07-29,test
2017193N.TALIM.2017.09.11.1200.HIMARAWI-8-9.ir_resize.png,516,164,578,227,Severe Tropical Storm (STS),2017193N.TALIM.2017.09.11.1200.HIMARAWI-8-9.ir_resize.png,TALIM,2017,9,11,1200,1718,TALIM,2017-09-11 12:00:00,Severe Tropical Storm (STS),19.3,133.8,975,60.0,(symmetric circle),40.0,40.0,(symmetric circle),180.0,180.0, ,547.0,195.5,,train
2017202N.TALIM.2017.09.11.1800.HIMARAWI-8-9.ir_resize.png,496,153,558,216,Typhoon (TY),2017202N.TALIM.2017.09.11.1800.HIMARAWI-8-9.ir_resize.png,TALIM,2017,9,11,1800,1718,TALIM,2017-09-11 18:00:00,Typhoon (TY),20.2,132.2,965,65.0,(symmetric circle),50.0,50.0,(symmetric circle),210.0,210.0, ,527.0,184.5,,train
2017211N.TALIM.2017.09.12.0000.HIMARAWI-8-9.ir_resize.png,477,142,539,204,Typhoon (TY),2017211N.TALIM.2017.09.12.0000.HIMARAWI-8-9.ir_resize.png,TALIM,2017,9,12,0,1718,TALIM,2017-09-12 00:00:00,Typhoon (TY),21.1,130.7,960,70.0,(symmetric circle),50.0,50.0,(symmetric circle),210.0,210.0, ,508.0,173.0,2017-09-12,train
2017221N.TALIM.2017.09.12.0600.HIMARAWI-8-9.ir_resize.png,452,129,514,192,Typhoon (TY),2017221N.TALIM.2017.09.12.0600.HIMARAWI-8-9.ir_resize.png,TALIM,2017,9,12,600,1718,TALIM,2017-09-12 06:00:00,Typhoon (TY),22.1,128.7,955,80.0,(symmetric circle),80.0,80.0,(symmetric circle),210.0,210.0, ,483.0,160.5,,train
2017230N.TALIM.2017.09.12.1200.HIMARAWI-8-9.ir_resize.png,441,118,503,181,Typhoon (TY),2017230N.TALIM.2017.09.12.1200.HIMARAWI-8-9.ir_resize.png,TALIM,2017,9,12,1200,1718,TALIM,2017-09-12 12:00:00,Typhoon (TY),23.0,127.8,955,80.0,(symmetric circle),80.0,80.0,(symmetric circle),210.0,210.0, ,472.0,149.5,,train
2017237N.TALIM.2017.09.12.1800.HIMARAWI-8-9.ir_resize.png,431,109,493,172,Typhoon (TY),2017237N.TALIM.2017.09.12.1800.HIMARAWI-8-9.ir_resize.png,TALIM,2017,9,12,1800,1718,TALIM,2017-09-12 18:00:00,Typhoon (TY),23.7,127.0,955,80.0,(symmetric circle),80.0,80.0,(symmetric circle),210.0,210.0, ,462.0,140.5,,train
2017243N.TALIM.2017.09.13.0000.HIMARAWI-8-9.ir_resize.png,422,102,484,164,Typhoon (TY),2017243N.TALIM.2017.09.13.0000.HIMARAWI-8-9.ir_resize.png,TALIM,2017,9,13,0,1718,TALIM,2017-09-13 00:00:00,Typhoon (TY),24.3,126.3,955,80.0,(symmetric circle),80.0,80.0,(symmetric circle),210.0,210.0, ,453.0,133.0,2017-09-13,train
2017249N.TALIM.2017.09.13.0600.HIMARAWI-8-9.ir_resize.png,416,94,478,157,Typhoon (TY),2017249N.TALIM.2017.09.13.0600.HIMARAWI-8-9.ir_resize.png,TALIM,2017,9,13,600,1718,TALIM,2017-09-13 06:00:00,Typhoon (TY),24.9,125.8,955,80.0,(symmetric circle),80.0,80.0,(symmetric circle),210.0,210.0, ,447.0,125.5,,train
2017254N.TALIM.2017.09.13.1200.HIMARAWI-8-9.ir_resize.png,409,88,472,151,Typhoon (TY),2017254N.TALIM.2017.09.13.1200.HIMARAWI-8-9.ir_resize.png,TALIM,2017,9,13,1200,1718,TALIM,2017-09-13 12:00:00,Typhoon (TY),25.4,125.3,945,85.0,(symmetric circle),100.0,100.0,(symmetric circle),240.0,240.0, ,440.5,119.5,,train
2017260N.TALIM.2017.09.13.1800.HIMARAWI-8-9.ir_resize.png,404,81,467,143,Typhoon (TY),2017260N.TALIM.2017.09.13.1800.HIMARAWI-8-9.ir_resize.png,TALIM,2017,9,13,1800,1718,TALIM,2017-09-13 18:00:00,Typhoon (TY),26.0,124.9,940,90.0,(symmetric circle),100.0,100.0,(symmetric circle),240.0,240.0, ,435.5,112.0,,train
2017266N.TALIM.2017.09.14.0000.HIMARAWI-8-9.ir_resize.png,401,73,463,136,Typhoon (TY),2017266N.TALIM.2017.09.14.0000.HIMARAWI-8-9.ir_resize.png,TALIM,2017,9,14,0,1718,TALIM,2017-09-14 00:00:00,Typhoon (TY),26.6,124.6,935,95.0,(symmetric circle),110.0,110.0,(symmetric circle),240.0,240.0, ,432.0,104.5,2017-09-14,train
2017270N.TALIM.2017.09.14.0600.HIMARAWI-8-9.ir_resize.png,397,68,459,131,Typhoon (TY),2017270N.TALIM.2017.09.14.0600.HIMARAWI-8-9.ir_resize.png,TALIM,2017,9,14,600,1718,TALIM,2017-09-14 06:00:00,Typhoon (TY),27.0,124.3,935,95.0,(symmetric circle),110.0,110.0,(symmetric circle),240.0,240.0, ,428.0,99.5,,train
2017273N.TALIM.2017.09.14.1200.HIMARAWI-8-9.ir_resize.png,398,64,461,127,Typhoon (TY),2017273N.TALIM.2017.09.14.1200.HIMARAWI-8-9.ir_resize.png,TALIM,2017,9,14,1200,1718,TALIM,2017-09-14 12:00:00,Typhoon (TY),27.3,124.4,935,95.0,(symmetric circle),110.0,110.0,(symmetric circle),240.0,240.0, ,429.5,95.5,,train
2017277N.TALIM.2017.09.14.1800.HIMARAWI-8-9.ir_resize.png,399,59,462,122,Typhoon (TY),2017277N.TALIM.2017.09.14.1800.HIMARAWI-8-9.ir_resize.png,TALIM,2017,9,14,1800,1718,TALIM,2017-09-14 18:00:00,Typhoon (TY),27.7,124.5,935,95.0,(symmetric circle),110.0,110.0,(symmetric circle),240.0,240.0, ,430.5,90.5,,train
2017281N.TALIM.2017.09.15.0000.HIMARAWI-8-9.ir_resize.png,403,54,466,117,Typhoon (TY),2017281N.TALIM.2017.09.15.0000.HIMARAWI-8-9.ir_resize.png,TALIM,2017,9,15,0,1718,TALIM,2017-09-15 00:00:00,Typhoon (TY),28.1,124.8,940,85.0,(symmetric circle),110.0,110.0,(symmetric circle),270.0,270.0, ,434.5,85.5,2017-09-15,train
2017283N.TALIM.2017.09.15.0600.HIMARAWI-8-9.ir_resize.png,406,52,468,114,Typhoon (TY),2017283N.TALIM.2017.09.15.0600.HIMARAWI-8-9.ir_resize.png,TALIM,2017,9,15,600,1718,TALIM,2017-09-15 06:00:00,Typhoon (TY),28.3,125.0,950,80.0,(symmetric circle),110.0,110.0,(symmetric circle),270.0,270.0, ,437.0,83.0,,train
2017284N.TALIM.2017.09.15.1200.HIMARAWI-8-9.ir_resize.png,409,51,472,113,Typhoon (TY),2017284N.TALIM.2017.09.15.1200.HIMARAWI-8-9.ir_resize.png,TALIM,2017,9,15,1200,1718,TALIM,2017-09-15 12:00:00,Typhoon (TY),28.4,125.3,950,80.0,(symmetric circle),100.0,100.0,(symmetric circle),270.0,270.0, ,440.5,82.0,,train
2017170N.LAN.2017.10.19.1200.HIMARAWI-8-9.ir_resize.png,469,193,532,256,Typhoon (TY),2017170N.LAN.2017.10.19.1200.HIMARAWI-8-9.ir_resize.png,LAN,2017,10,19,1200,1721,LAN,2017-10-19 12:00:00,Typhoon (TY),17.0,130.1,965,70.0,Southeast (SE),120.0,90.0,South (S),425.0,300.0, ,500.5,224.5,,test
2017179N.LAN.2017.10.19.1800.HIMARAWI-8-9.ir_resize.png,468,182,531,244,Typhoon (TY),2017179N.LAN.2017.10.19.1800.HIMARAWI-8-9.ir_resize.png,LAN,2017,10,19,1800,1721,LAN,2017-10-19 18:00:00,Typhoon (TY),17.9,130.0,965,70.0,Southeast (SE),120.0,90.0,South (S),425.0,300.0, ,499.5,213.0,,test
2017188N.LAN.2017.10.20.0000.HIMARAWI-8-9.ir_resize.png,468,171,531,233,Typhoon (TY),2017188N.LAN.2017.10.20.0000.HIMARAWI-8-9.ir_resize.png,LAN,2017,10,20,0,1721,LAN,2017-10-20 00:00:00,Typhoon (TY),18.8,130.0,965,70.0,Southeast (SE),150.0,90.0,South (S),450.0,350.0, ,499.5,202.0,2017-10-20,test
2017196N.LAN.2017.10.20.0600.HIMARAWI-8-9.ir_resize.png,468,161,531,223,Typhoon (TY),2017196N.LAN.2017.10.20.0600.HIMARAWI-8-9.ir_resize.png,LAN,2017,10,20,600,1721,LAN,2017-10-20 06:00:00,Typhoon (TY),19.6,130.0,950,80.0,Southeast (SE),150.0,90.0,South (S),450.0,350.0, ,499.5,192.0,,test
2017201N.LAN.2017.10.20.1200.HIMARAWI-8-9.ir_resize.png,471,154,533,217,Typhoon (TY),2017201N.LAN.2017.10.20.1200.HIMARAWI-8-9.ir_resize.png,LAN,2017,10,20,1200,1721,LAN,2017-10-20 12:00:00,Typhoon (TY),20.1,130.2,945,85.0,Southeast (SE),150.0,90.0,South (S),450.0,350.0, ,502.0,185.5,,test
2017207N.LAN.2017.10.20.1800.HIMARAWI-8-9.ir_resize.png,477,147,539,209,Typhoon (TY),2017207N.LAN.2017.10.20.1800.HIMARAWI-8-9.ir_resize.png,LAN,2017,10,20,1800,1721,LAN,2017-10-20 18:00:00,Typhoon (TY),20.7,130.7,935,90.0,(symmetric circle),120.0,120.0,South (S),450.0,350.0, ,508.0,178.0,,test
2017213N.LAN.2017.10.21.0000.HIMARAWI-8-9.ir_resize.png,483,139,546,202,Typhoon (TY),2017213N.LAN.2017.10.21.0000.HIMARAWI-8-9.ir_resize.png,LAN,2017,10,21,0,1721,LAN,2017-10-21 00:00:00,Typhoon (TY),21.3,131.2,935,90.0,(symmetric circle),120.0,120.0,West (W),450.0,350.0, ,514.5,170.5,2017-10-21,test
2017223N.LAN.2017.10.21.0600.HIMARAWI-8-9.ir_resize.png,493,127,556,189,Typhoon (TY),2017223N.LAN.2017.10.21.0600.HIMARAWI-8-9.ir_resize.png,LAN,2017,10,21,600,1721,LAN,2017-10-21 06:00:00,Typhoon (TY),22.3,132.0,935,90.0,(symmetric circle),90.0,90.0,Northwest (NW),450.0,350.0, ,524.5,158.0,,test
2017238N.LAN.2017.10.21.1200.HIMARAWI-8-9.ir_resize.png,499,108,562,171,Typhoon (TY),2017238N.LAN.2017.10.21.1200.HIMARAWI-8-9.ir_resize.png,LAN,2017,10,21,1200,1721,LAN,2017-10-21 12:00:00,Typhoon (TY),23.8,132.5,935,90.0,(symmetric circle),90.0,90.0,Northwest (NW),450.0,350.0, ,530.5,139.5,,test
2017256N.LAN.2017.10.21.1800.HIMARAWI-8-9.ir_resize.png,509,86,572,148,Typhoon (TY),2017256N.LAN.2017.10.21.1800.HIMARAWI-8-9.ir_resize.png,LAN,2017,10,21,1800,1721,LAN,2017-10-21 18:00:00,Typhoon (TY),25.6,133.3,915,100.0,Southeast (SE),120.0,90.0,Northwest (NW),450.0,350.0, ,540.5,117.0,,test
2017278N.LAN.2017.10.22.0000.HIMARAWI-8-9.ir_resize.png,517,58,579,121,Typhoon (TY),2017278N.LAN.2017.10.22.0000.HIMARAWI-8-9.ir_resize.png,LAN,2017,10,22,0,1721,LAN,2017-10-22 00:00:00,Typhoon (TY),27.8,133.9,915,100.0,(symmetric circle),120.0,120.0,(symmetric circle),400.0,400.0, ,548.0,89.5,2017-10-22,test
2017256N.SAOLA.2017.10.28.0000.HIMARAWI-8-9.ir_resize.png,443,86,506,148,Severe Tropical Storm (STS),2017256N.SAOLA.2017.10.28.0000.HIMARAWI-8-9.ir_resize.png,SAOLA,2017,10,28,0,1722,SAOLA,2017-10-28 00:00:00,Severe Tropical Storm (STS),25.6,128.0,975,60.0,(symmetric circle),80.0,80.0,North (N),300.0,210.0, ,474.5,117.0,2017-10-28,train
2017271N.SAOLA.2017.10.28.0600.HIMARAWI-8-9.ir_resize.png,448,67,511,129,Severe Tropical Storm (STS),2017271N.SAOLA.2017.10.28.0600.HIMARAWI-8-9.ir_resize.png,SAOLA,2017,10,28,600,1722,SAOLA,2017-10-28 06:00:00,Severe Tropical Storm (STS),27.1,128.4,975,60.0,(symmetric circle),80.0,80.0,North (N),300.0,210.0, ,479.5,98.0,,train
2017287N.SAOLA.2017.10.28.1200.HIMARAWI-8-9.ir_resize.png,461,47,523,109,Severe Tropical Storm (STS),2017287N.SAOLA.2017.10.28.1200.HIMARAWI-8-9.ir_resize.png,SAOLA,2017,10,28,1200,1722,SAOLA,2017-10-28 12:00:00,Severe Tropical Storm (STS),28.7,129.4,975,60.0,(symmetric circle),80.0,80.0,North (N),300.0,210.0, ,492.0,78.0,,train
2017299N.SAOLA.2017.10.28.1800.HIMARAWI-8-9.ir_resize.png,473,32,536,94,Severe Tropical Storm (STS),2017299N.SAOLA.2017.10.28.1800.HIMARAWI-8-9.ir_resize.png,SAOLA,2017,10,28,1800,1722,SAOLA,2017-10-28 18:00:00,Severe Tropical Storm (STS),29.9,130.4,975,60.0,(symmetric circle),80.0,80.0,North (N),300.0,210.0, ,504.5,63.0,,train
2017312N.SAOLA.2017.10.29.0000.HIMARAWI-8-9.ir_resize.png,504,16,567,78,Severe Tropical Storm (STS),2017312N.SAOLA.2017.10.29.0000.HIMARAWI-8-9.ir_resize.png,SAOLA,2017,10,29,0,1722,SAOLA,2017-10-29 00:00:00,Severe Tropical Storm (STS),31.2,132.9,975,60.0,(symmetric circle),80.0,80.0,North (N),300.0,210.0, ,535.5,47.0,2017-10-29,train
2017127N.DAMREY.2017.11.02.1800.HIMARAWI-8-9.ir_resize.png,273,247,336,309,Severe Tropical Storm (STS),2017127N.DAMREY.2017.11.02.1800.HIMARAWI-8-9.ir_resize.png,DAMREY,2017,11,2,1800,1723,DAMREY,2017-11-02 18:00:00,Severe Tropical Storm (STS),12.7,114.4,985,55.0,(symmetric circle),40.0,40.0,Northwest (NW),240.0,180.0, ,304.5,278.0,,train
2017126N.DAMREY.2017.11.03.0000.HIMARAWI-8-9.ir_resize.png,262,248,324,311,Typhoon (TY),2017126N.DAMREY.2017.11.03.0000.HIMARAWI-8-9.ir_resize.png,DAMREY,2017,11,3,0,1723,DAMREY,2017-11-03 00:00:00,Typhoon (TY),12.6,113.5,975,65.0,(symmetric circle),60.0,60.0,Northwest (NW),240.0,180.0, ,293.0,279.5,2017-11-03,train
2017127N.DAMREY.2017.11.03.0600.HIMARAWI-8-9.ir_resize.png,251,247,313,309,Typhoon (TY),2017127N.DAMREY.2017.11.03.0600.HIMARAWI-8-9.ir_resize.png,DAMREY,2017,11,3,600,1723,DAMREY,2017-11-03 06:00:00,Typhoon (TY),12.7,112.6,970,70.0,(symmetric circle),70.0,70.0,Northwest (NW),270.0,210.0, ,282.0,278.0,,train
2017128N.DAMREY.2017.11.03.1200.HIMARAWI-8-9.ir_resize.png,239,246,302,308,Typhoon (TY),2017128N.DAMREY.2017.11.03.1200.HIMARAWI-8-9.ir_resize.png,DAMREY,2017,11,3,1200,1723,DAMREY,2017-11-03 12:00:00,Typhoon (TY),12.8,111.7,970,70.0,(symmetric circle),70.0,70.0,Northwest (NW),270.0,210.0, ,270.5,277.0,,train
2017127N.DAMREY.2017.11.03.1800.HIMARAWI-8-9.ir_resize.png,223,247,286,309,Typhoon (TY),2017127N.DAMREY.2017.11.03.1800.HIMARAWI-8-9.ir_resize.png,DAMREY,2017,11,3,1800,1723,DAMREY,2017-11-03 18:00:00,Typhoon (TY),12.7,110.4,970,70.0,(symmetric circle),50.0,50.0,(symmetric circle),240.0,240.0, ,254.5,278.0,,train
2017125N.DAMREY.2017.11.04.0000.HIMARAWI-8-9.ir_resize.png,207,249,269,312,Typhoon (TY),2017125N.DAMREY.2017.11.04.0000.HIMARAWI-8-9.ir_resize.png,DAMREY,2017,11,4,0,1723,DAMREY,2017-11-04 00:00:00,Typhoon (TY),12.5,109.1,970,70.0,(symmetric circle),50.0,50.0,(symmetric circle),160.0,160.0, ,238.0,280.5,2017-11-04,train
2017124N.DAMREY.2017.11.04.0600.HIMARAWI-8-9.ir_resize.png,189,251,252,313,Severe Tropical Storm (STS),2017124N.DAMREY.2017.11.04.0600.HIMARAWI-8-9.ir_resize.png,DAMREY,2017,11,4,600,1723,DAMREY,2017-11-04 06:00:00,Severe Tropical Storm (STS),12.4,107.7,985,55.0,(symmetric circle),30.0,30.0,(symmetric circle),130.0,130.0, ,220.5,282.0,,train
2018263N.MALIKSI.2018.06.10.0600.HIMARAWI-8-9.ir_resize.png,497,77,559,139,Severe Tropical Storm (STS),2018263N.MALIKSI.2018.06.10.0600.HIMARAWI-8-9.ir_resize.png,MALIKSI,2018,6,10,600,1805,MALIKSI,2018-06-10 06:00:00,Severe Tropical Storm (STS),26.3,132.3,970,60.0,Southeast (SE),110.0,40.0,Southeast (SE),400.0,160.0, ,528.0,108.0,,train
2018276N.MALIKSI.2018.06.10.1200.HIMARAWI-8-9.ir_resize.png,523,61,586,123,Severe Tropical Storm (STS),2018276N.MALIKSI.2018.06.10.1200.HIMARAWI-8-9.ir_resize.png,MALIKSI,2018,6,10,1200,1805,MALIKSI,2018-06-10 12:00:00,Severe Tropical Storm (STS),27.6,134.4,975,55.0,Southeast (SE),90.0,40.0,Southeast (SE),400.0,160.0, ,554.5,92.0,,train
2018236N.PRAPIROON.2018.07.01.0000.HIMARAWI-8-9.ir_resize.png,439,111,502,173,Severe Tropical Storm (STS),2018236N.PRAPIROON.2018.07.01.0000.HIMARAWI-8-9.ir_resize.png,PRAPIROON,2018,7,1,0,1807,PRAPIROON,2018-07-01 00:00:00,Severe Tropical Storm (STS),23.6,127.7,985,50.0,No direction (Longest radius of 50kt winds is 0),0.0,0.0,East (E),210.0,150.0, ,470.5,142.0,2018-07-01,train
